SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,AllGrades,395,189,1,205,0,10,5,28,1,54,297,11,0,12,2,34,0,0,4,5,65,384,395,383,393,361,395,395,391,390,330,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,Kindergarten,73,30,0,43,0,3,1,4,0,6,59,2,0,0,0,4,0,0,1,0,12,71,73,73,73,69,73,73,72,73,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,1st Grade,45,23,0,22,0,10,25,3,0,3,4,19,0,0,2,31,0,0,1,0,5,26,44,45,43,14,45,45,44,45,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,2nd Grade,33,17,0,16,0,4,21,3,0,1,4,16,0,0,4,27,0,0,4,0,8,17,33,33,29,6,33,33,29,33,25,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,3rd Grade,60,28,0,32,0,13,35,4,0,1,7,18,0,5,4,44,0,2,4,0,6,42,60,55,56,16,60,58,56,60,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,4th Grade,51,23,0,28,0,19,24,0,2,1,5,20,0,10,2,39,0,1,2,0,6,31,51,41,49,12,51,50,49,51,45,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,5th Grade,45,19,1,25,0,9,22,4,0,5,5,12,0,8,0,35,0,1,1,1,7,33,45,37,45,10,45,44,44,44,38,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,AllGrades,306,147,1,158,2,69,169,19,2,17,28,106,0,23,15,212,0,4,15,1,52,200,305,283,291,94,306,302,291,305,254,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,Kindergarten,45,25,0,20,0,12,26,2,0,3,2,21,0,0,0,30,0,0,1,0,8,24,45,45,45,15,45,45,44,45,37,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3581,Wing Luke Elementary School,101136,P,Pre-Kindergarten,27,12,0,15,2,2,16,3,0,3,1,0,0,0,3,6,0,0,2,0,12,27,27,27,24,21,27,27,25,27,15,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3674,Albert Einstein Middle School,101505,P,6th Grade,303,134,0,169,0,43,21,40,1,33,165,21,0,58,2,76,0,1,7,17,43,282,303,245,301,227,303,302,296,286,260,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3674,Albert Einstein Middle School,101505,P,7th Grade,367,166,2,199,1,55,29,59,2,47,174,26,0,74,6,107,0,2,4,26,31,341,366,293,361,260,367,365,363,341,336,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3674,Albert Einstein Middle School,101505,P,8th Grade,368,166,3,199,1,49,24,61,6,53,174,26,0,60,10,116,0,2,8,34,42,342,368,308,358,252,368,366,360,334,326,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3674,Albert Einstein Middle School,101505,P,AllGrades,1038,466,5,567,2,147,74,160,9,133,513,73,0,192,18,299,0,5,19,77,116,965,1037,846,1020,739,1038,1033,1019,961,922,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,2990,Briarcrest Elementary,101491,P,1st Grade,70,36,0,34,1,8,5,14,0,9,33,24,0,0,0,23,0,0,2,2,4,46,70,70,70,47,70,70,68,68,66,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,2990,Briarcrest Elementary,101491,P,2nd Grade,73,43,0,30,0,10,6,15,0,5,37,18,0,4,0,23,0,1,0,5,7,55,73,69,73,50,73,72,73,68,66,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,2990,Briarcrest Elementary,101491,P,3rd Grade,69,39,0,30,0,6,7,14,0,6,36,13,0,5,0,22,0,0,0,3,8,56,69,64,69,47,69,69,69,66,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,2990,Briarcrest Elementary,101491,P,4th Grade,72,37,0,35,0,15,4,18,0,7,28,16,0,5,0,23,0,0,2,5,11,56,72,67,72,49,72,72,70,67,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,2990,Briarcrest Elementary,101491,P,5th Grade,78,35,0,43,0,8,7,15,0,6,42,10,0,9,0,28,0,0,1,2,6,68,78,69,78,50,78,78,77,76,72,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,2990,Briarcrest Elementary,101491,P,AllGrades,430,218,0,212,1,57,43,90,0,39,200,102,0,23,0,145,0,1,6,20,42,328,430,407,430,285,430,429,424,410,388,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,2990,Briarcrest Elementary,101491,P,Kindergarten,68,28,0,40,0,10,14,14,0,6,24,21,0,0,0,26,0,0,1,3,6,47,68,68,68,42,68,68,67,65,62,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3230,Brookside Elementary,101498,P,1st Grade,46,26,1,19,1,5,2,4,0,3,31,4,0,0,1,10,0,0,3,2,5,42,46,46,45,36,46,46,43,44,41,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3230,Brookside Elementary,101498,P,2nd Grade,55,30,0,25,0,3,2,4,0,8,38,4,0,5,3,10,0,0,3,2,2,51,55,50,52,45,55,55,52,53,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3230,Brookside Elementary,101498,P,3rd Grade,57,28,0,29,0,6,2,8,0,7,34,5,0,6,1,12,0,0,2,3,6,52,57,51,56,45,57,57,55,54,51,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3230,Brookside Elementary,101498,P,4th Grade,67,29,0,38,0,7,2,6,0,11,41,6,0,9,1,6,0,0,2,4,4,61,67,58,66,61,67,67,65,63,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3230,Brookside Elementary,101498,P,5th Grade,61,33,0,28,0,4,1,6,1,7,42,2,0,2,0,9,0,0,1,1,6,59,61,59,61,52,61,61,60,60,55,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3230,Brookside Elementary,101498,P,AllGrades,347,173,1,173,2,33,10,32,1,46,223,28,0,22,6,59,0,2,13,14,28,319,347,325,341,288,347,345,334,333,319,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3230,Brookside Elementary,101498,P,Kindergarten,61,27,0,34,1,8,1,4,0,10,37,7,0,0,0,12,0,2,2,2,5,54,61,61,61,49,61,59,59,59,56,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,1st Grade,21,10,0,11,1,1,0,2,0,3,14,1,0,0,0,8,0,1,0,1,3,20,21,21,21,13,21,20,21,20,18,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,2nd Grade,22,15,0,7,0,1,0,2,0,6,13,1,0,3,0,5,0,1,0,0,3,21,22,19,22,17,22,21,22,22,19,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,3rd Grade,20,8,0,12,0,0,0,1,0,6,13,0,0,3,0,2,0,0,0,0,3,20,20,17,20,18,20,20,20,20,17,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,4th Grade,24,11,0,13,0,0,0,3,0,5,16,0,0,4,0,6,0,0,0,3,2,24,24,20,24,18,24,24,24,21,22,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,5th Grade,24,11,0,13,1,1,0,4,0,3,15,0,0,2,0,5,0,0,0,3,5,24,24,22,24,19,24,24,24,21,19,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,6th Grade,21,9,0,12,0,0,0,2,0,6,13,0,0,2,0,6,0,0,0,2,9,21,21,19,21,15,21,21,21,19,12,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,7th Grade,23,13,0,10,0,0,0,3,0,7,13,0,0,1,0,2,0,0,0,6,5,23,23,22,23,21,23,23,23,17,18,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,8th Grade,18,10,0,8,0,1,1,3,0,1,12,0,0,0,0,7,0,0,0,3,4,18,18,18,18,11,18,18,18,15,14,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,AllGrades,195,97,0,98,2,5,1,24,0,40,123,5,0,15,0,42,0,3,0,19,38,190,195,180,195,153,195,192,195,176,157,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1942,Cascade K-8 Community School,103876,P,Kindergarten,22,10,0,12,0,1,0,4,0,3,14,3,0,0,0,1,0,1,0,1,4,19,22,22,22,21,22,21,22,21,18,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3104,Echo Lake Elementary School,101495,P,1st Grade,63,35,0,28,0,10,7,19,1,1,25,24,0,0,0,25,0,0,1,2,9,39,63,63,63,38,63,63,62,61,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3104,Echo Lake Elementary School,101495,P,2nd Grade,63,27,0,36,0,10,10,10,0,9,24,19,0,2,4,29,0,1,2,2,7,44,63,61,59,34,63,62,61,61,56,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3104,Echo Lake Elementary School,101495,P,3rd Grade,73,33,0,40,0,10,9,20,3,8,23,21,0,4,1,28,0,1,3,1,12,52,73,69,72,45,73,72,70,72,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3104,Echo Lake Elementary School,101495,P,4th Grade,64,26,0,38,0,10,7,10,1,9,27,9,0,5,1,30,0,1,2,3,12,55,64,59,63,34,64,63,62,61,52,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3104,Echo Lake Elementary School,101495,P,5th Grade,63,23,0,40,0,12,8,18,2,8,15,11,0,5,0,31,0,0,3,5,7,52,63,58,63,32,63,63,60,58,56,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3104,Echo Lake Elementary School,101495,P,AllGrades,390,169,0,221,1,58,47,91,7,44,142,99,0,16,8,170,0,5,11,14,56,291,390,374,382,220,390,385,379,376,334,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3104,Echo Lake Elementary School,101495,P,Kindergarten,64,25,0,39,1,6,6,14,0,9,28,15,0,0,2,27,0,2,0,1,9,49,64,64,62,37,64,62,64,63,55,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,5593,Edwin Pratt Learning Center,106242,P,AllGrades,315,156,0,159,1,48,75,35,0,32,124,0,0,0,0,128,0,2,12,0,65,315,315,315,315,187,315,313,303,315,250,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,5593,Edwin Pratt Learning Center,106242,P,Pre-Kindergarten,315,156,0,159,1,48,75,35,0,32,124,0,0,0,0,128,0,2,12,0,65,315,315,315,315,187,315,313,303,315,250,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,12th Grade,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,1st Grade,5,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,5,5,3,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,2nd Grade,4,2,0,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,4,4,4,4,3,4,4,4,4,3,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,3rd Grade,4,3,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,4th Grade,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,5th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,6th Grade,3,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,3,3,3,3,2,3,3,3,2,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,7th Grade,3,0,0,3,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,2,3,3,3,3,1,3,3,3,3,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,9th Grade,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,AllGrades,66,18,0,48,1,7,1,8,1,6,42,0,0,0,0,11,0,0,1,1,35,66,66,66,66,55,66,66,65,65,31,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,Kindergarten,4,1,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1667,Handicapped Contractual Services,101483,S,Pre-Kindergarten,37,8,0,29,1,4,0,5,0,2,25,0,0,0,0,5,0,0,1,0,22,37,37,37,37,32,37,37,36,37,15,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3231,Highland Terrace Elementary,101499,P,1st Grade,47,21,0,26,0,4,0,6,0,11,26,3,0,0,0,8,0,0,1,6,11,44,47,47,47,39,47,47,46,41,36,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3231,Highland Terrace Elementary,101499,P,2nd Grade,56,24,0,32,0,7,3,8,0,9,29,9,0,3,2,13,0,0,1,3,12,47,56,53,54,43,56,56,55,53,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3231,Highland Terrace Elementary,101499,P,3rd Grade,54,24,0,30,0,5,1,4,0,10,34,7,0,3,0,13,0,0,0,4,12,47,54,51,54,41,54,54,54,50,42,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3231,Highland Terrace Elementary,101499,P,4th Grade,67,39,0,28,0,7,1,4,0,14,41,8,0,6,1,8,0,0,0,7,14,59,67,61,66,59,67,67,67,60,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3231,Highland Terrace Elementary,101499,P,5th Grade,54,26,0,28,0,3,0,4,0,9,38,1,0,6,0,5,0,0,1,13,8,53,54,48,54,49,54,54,53,41,46,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3231,Highland Terrace Elementary,101499,P,AllGrades,382,187,0,195,0,39,10,36,0,66,231,36,0,18,3,55,0,1,6,41,75,346,382,364,379,327,382,381,376,341,307,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3231,Highland Terrace Elementary,101499,P,Kindergarten,104,53,0,51,0,13,5,10,0,13,63,8,0,0,0,8,0,1,3,8,18,96,104,104,104,96,104,103,101,96,86,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,1st Grade,11,7,0,4,0,1,0,0,0,3,7,0,0,0,0,2,0,0,2,1,0,11,11,11,11,9,11,11,9,10,11,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,2nd Grade,14,7,0,7,0,0,0,1,0,3,10,0,0,0,0,2,0,0,1,1,0,14,14,14,14,12,14,14,13,13,14,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,3rd Grade,15,7,0,8,0,1,0,0,0,4,10,0,0,1,0,1,0,0,1,0,3,15,15,14,15,14,15,15,14,15,12,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,4th Grade,19,6,0,13,0,0,0,0,0,4,15,0,0,1,0,3,0,0,0,1,3,19,19,18,19,16,19,19,19,18,16,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,5th Grade,11,1,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,1,11,11,11,11,11,11,11,10,10,10,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,6th Grade,17,10,0,7,0,0,0,0,0,5,12,0,0,2,0,4,0,0,1,1,1,17,17,15,17,13,17,17,16,16,16,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,7th Grade,11,7,0,4,0,2,0,0,0,1,8,0,0,0,0,2,0,0,0,0,1,11,11,11,11,9,11,11,11,11,10,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,8th Grade,9,3,0,6,0,1,0,1,0,0,7,0,0,1,0,3,0,0,0,0,0,9,9,8,9,6,9,9,9,9,9,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,AllGrades,113,53,0,60,0,5,0,2,0,20,86,0,0,5,0,19,0,0,7,5,9,113,113,108,113,94,113,113,106,108,104,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,1771,Home Education Exchange,101484,A,Kindergarten,6,5,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,0,0,6,6,6,6,4,6,6,5,6,6,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17412,Shoreline School District,100236,3387,Kellogg Middle School,101502,P,6th Grade,331,159,3,169,0,26,23,54,2,44,182,24,0,52,4,99,0,1,6,24,29,307,330,279,327,232,331,330,325,307,302,4/22/22 0:00
